ss_1001,34.29,57.6,2022-08-07 18:11:03
ss_1001,34.2,57.24,2022-08-07 18:16:02
ss_1001,34.46,57.0,2022-08-07 18:21:01
ss_1001,34.02,57.07,2022-08-07 18:26:03
ss_1001,34.99,57.34,2022-08-07 18:31:04
ss_1001,34.08,57.33,2022-08-07 18:36:03
ss_1001,34.68,57.02,2022-08-07 18:41:02
ss_1001,34.79,57.85,2022-08-07 18:46:01
